🔍 Starting detailed monitoring of NimbleEdgeAssistant...
An error was encountered processing the command (domain=NSPOSIXErrorDomain, code=2):
The operation couldn’t be completed. No such file or directory
No such file or directory
📱 App Process ID: 
⏰ Started at: Fri Aug  1 14:19:09 IST 2025
2025-08-01 14:52:28.003736+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:InputWindowController] Setting input views: <<UIInputViewSet: 0x600003502cb0>; keyboard = [uninitialized]; assistant = <TUISystemInputAssistantView: 0x101e04080; frame = (0 0; 0 0); hidden = YES; >; usesKeyClicks = NO;  (not visible)>
2025-08-01 14:52:28.004121+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x600003502cb0>; keyboard = <UIKeyboardAutomatic: 0x10133d290; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x60000028bd00>>%; assistant = <TUISystemInputAssistantView: 0x101e04080; frame = (0 0; 0 0); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x101232380; role: _UIScreenBasedSceneSession; persistentIdentifier: C245531A-2BF1-4188-A339-A8713C07679D; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:52:28.004202+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:InputWindowController] Moving from placement: <UIInputViewSetPlacementInitialPosition> to placement: <UIInputViewSetPlacementOffScreenDown> (currentPlacement: <UIInputViewSetPlacementInitialPosition>)
2025-08-01 14:52:28.004232+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:InputWindowController] Change from input view set: <<UIInputViewSet: 0x600003534f20>; (empty)>
2025-08-01 14:52:28.004262+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:InputWindowController] Change to input view set: <<UIInputViewSet: 0x600003502cb0>; keyboard = <UIKeyboardAutomatic: 0x10133d290; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x60000028bd00>>%; assistant = <TUISystemInputAssistantView: 0x101e04080; frame = (0 0; 0 0); >; usesKeyClicks = NO;  (not visible)>
2025-08-01 14:52:28.004376+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:UIKBFeedbackGenerator] <_UIKBFeedbackGenerator: 0x600002c50d00>: -[_UIKBFeedbackGenerator activateWithCompletionBlock:]
2025-08-01 14:52:28.004398+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:UIKBFeedbackGenerator] <_UIKBFeedbackGenerator: 0x600002c50d00>: Preheating System Sounds.
2025-08-01 14:52:28.005507+0530  localhost NimbleEdgeAssistant[84461]: (libxpc.dylib) [com.apple.xpc:connection] [0x600003d140f0] activating connection: mach=true listener=false peer=false name=com.apple.audio.SystemSoundServer-Sim
2025-08-01 14:52:28.007671+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x600003502cb0>; keyboard = <UIKeyboardAutomatic: 0x10133d290; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x60000028bd00>>%; assistant = <TUISystemInputAssistantView: 0x101e04080; frame = (0 0; 0 0); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x101232380; role: _UIScreenBasedSceneSession; persistentIdentifier: C245531A-2BF1-4188-A339-A8713C07679D; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:52:28.007809+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x600003502cb0>; keyboard = <UIKeyboardAutomatic: 0x10133d290; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x60000028bd00>>%; assistant = <TUISystemInputAssistantView: 0x101e04080; frame = (0 0; 0 0); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x101232380; role: _UIScreenBasedSceneSession; persistentIdentifier: C245531A-2BF1-4188-A339-A8713C07679D; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:52:28.008008+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x600003502cb0>; keyboard = <UIKeyboardAutomatic: 0x10133d290; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x60000028bd00>>%; assistant = <TUISystemInputAssistantView: 0x101e04080; frame = (0 0; 0 0); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x101232380; role: _UIScreenBasedSceneSession; persistentIdentifier: C245531A-2BF1-4188-A339-A8713C07679D; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:52:28.008086+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x600003502cb0>; keyboard = <UIKeyboardAutomatic: 0x10133d290; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x60000028bd00>>%; assistant = <TUISystemInputAssistantView: 0x101e04080; frame = (0 0; 0 0); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x101232380; role: _UIScreenBasedSceneSession; persistentIdentifier: C245531A-2BF1-4188-A339-A8713C07679D; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:52:28.008155+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x600003502cb0>; keyboard = <UIKeyboardAutomatic: 0x10133d290; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x60000028bd00>>%; assistant = <TUISystemInputAssistantView: 0x101e04080; frame = (0 0; 0 0); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x101232380; role: _UIScreenBasedSceneSession; persistentIdentifier: C245531A-2BF1-4188-A339-A8713C07679D; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:52:28.010524+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x600003502cb0>; keyboard = <UIKeyboardAutomatic: 0x10133d290; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x60000028bd00>>%; assistant = <TUISystemInputAssistantView: 0x101e04080; frame = (0 0; 0 0); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x101232380; role: _UIScreenBasedSceneSession; persistentIdentifier: C245531A-2BF1-4188-A339-A8713C07679D; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:52:28.010627+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x600003502cb0>; keyboard = <UIKeyboardAutomatic: 0x10133d290; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x60000028bd00>>%; assistant = <TUISystemInputAssistantView: 0x101e04080; frame = (0 0; 0 0); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x101232380; role: _UIScreenBasedSceneSession; persistentIdentifier: C245531A-2BF1-4188-A339-A8713C07679D; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:52:28.010702+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x600003502cb0>; keyboard = <UIKeyboardAutomatic: 0x10133d290; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x60000028bd00>>%; assistant = <TUISystemInputAssistantView: 0x101e04080; frame = (0 0; 0 0); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x101232380; role: _UIScreenBasedSceneSession; persistentIdentifier: C245531A-2BF1-4188-A339-A8713C07679D; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:52:28.010773+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x600003502cb0>; keyboard = <UIKeyboardAutomatic: 0x10133d290; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x60000028bd00>>%; assistant = <TUISystemInputAssistantView: 0x101e04080; frame = (0 0; 0 0); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x101232380; role: _UIScreenBasedSceneSession; persistentIdentifier: C245531A-2BF1-4188-A339-A8713C07679D; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:52:28.010836+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x600003502cb0>; keyboard = <UIKeyboardAutomatic: 0x10133d290; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x60000028bd00>>%; assistant = <TUISystemInputAssistantView: 0x101e04080; frame = (0 0; 0 0); >; usesKeyClicks = NO;  (not visible)> windowScene: <_UIKeyboardWindowScene: 0x101232380; role: _UIScreenBasedSceneSession; persistentIdentifier: C245531A-2BF1-4188-A339-A8713C07679D; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:52:28.013279+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:InputWindowController] moveFromPlacement, updated placements from: <UIInputViewSetPlacementInitialPosition>, to: <UIInputViewSetPlacementOffScreenDown>
2025-08-01 14:52:28.013317+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:InputWindowController] chainPlacementsIfNecessaryFrom, from: <UIInputViewSetPlacementInitialPosition>, to: <UIInputViewSetPlacementOffScreenDown> transition: <UIInputViewPlacementTransition: 0x6000021aba20>
2025-08-01 14:52:28.013371+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:InputWindowController] updatePlacementWithPlacement: <UIInputViewSetPlacementOffScreenDown>
2025-08-01 14:52:28.013584+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:InputWindowController] Setting input views: <<UIInputViewSet: 0x600003503230>; keyboard = [uninitialized]; usesKeyClicks = NO;  (not visible)>
2025-08-01 14:52:28.013656+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x600003503230>; keyboard = <UIKeyboardAutomatic: 0x10133d290; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x60000028bd00>>%; usesKeyClicks = NO;  (not visible)> windowScene: <UIWindowScene: 0x1012070c0; role: UIWindowSceneSessionRoleApplication; persistentIdentifier: 9910A2A3-10AA-4FB3-BE4A-706B2BCD407A; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:52:28.013741+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:InputWindowController] Moving from placement: <UIInputViewSetPlacementInitialPosition> to placement: <UIInputViewSetPlacementOffScreenDown> (currentPlacement: <UIInputViewSetPlacementInitialPosition>)
2025-08-01 14:52:28.013765+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:InputWindowController] Change from input view set: (null)
2025-08-01 14:52:28.013793+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:InputWindowController] Change to input view set: <<UIInputViewSet: 0x600003503230>; keyboard = <UIKeyboardAutomatic: 0x10133d290; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x60000028bd00>>%; usesKeyClicks = NO;  (not visible)>
2025-08-01 14:52:28.013857+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:KeyboardArbiterClientLog] -[_UIRemoteKeyboardPlaceholderView refreshPlaceholder]  refreshPlaceholder: size={402, 0} [previous size={402, 0}]
2025-08-01 14:52:28.014039+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x600003503230>; keyboard = <UIKeyboardAutomatic: 0x10133d290; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x60000028bd00>>%; usesKeyClicks = NO;  (not visible)> windowScene: <UIWindowScene: 0x1012070c0; role: UIWindowSceneSessionRoleApplication; persistentIdentifier: 9910A2A3-10AA-4FB3-BE4A-706B2BCD407A; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:52:28.014180+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x600003503230>; keyboard = <UIKeyboardAutomatic: 0x10133d290; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x60000028bd00>>%; usesKeyClicks = NO;  (not visible)> windowScene: <UIWindowScene: 0x1012070c0; role: UIWindowSceneSessionRoleApplication; persistentIdentifier: 9910A2A3-10AA-4FB3-BE4A-706B2BCD407A; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:52:28.016643+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x600003503230>; keyboard = <UIKeyboardAutomatic: 0x10133d290; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x60000028bd00>>%; usesKeyClicks = NO;  (not visible)> windowScene: <UIWindowScene: 0x1012070c0; role: UIWindowSceneSessionRoleApplication; persistentIdentifier: 9910A2A3-10AA-4FB3-BE4A-706B2BCD407A; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:52:28.016848+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:UIPeripheralHost] endPlacementForInputViewSet: <<UIInputViewSet: 0x600003503230>; keyboard = <UIKeyboardAutomatic: 0x10133d290; frame = (0 0; 402 233); opaque = NO; layer = <CALayer: 0x60000028bd00>>%; usesKeyClicks = NO;  (not visible)> windowScene: <UIWindowScene: 0x1012070c0; role: UIWindowSceneSessionRoleApplication; persistentIdentifier: 9910A2A3-10AA-4FB3-BE4A-706B2BCD407A; activationState: UISceneActivationStateForegroundActive>
2025-08-01 14:52:28.017500+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:InputWindowController] moveFromPlacement, updated placements from: <UIInputViewSetPlacementInitialPosition>, to: <UIInputViewSetPlacementOffScreenDown>
2025-08-01 14:52:28.017539+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:InputWindowController] chainPlacementsIfNecessaryFrom, from: <UIInputViewSetPlacementInitialPosition>, to: <UIInputViewSetPlacementOffScreenDown> transition: <UIInputViewPlacementTransition: 0x600002127700>
2025-08-01 14:52:28.017595+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:InputWindowController] updatePlacementWithPlacement: <UIInputViewSetPlacementOffScreenDown>
2025-08-01 14:52:28.017134+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Deltan)}";
}>> final result: (
) was cached: 1, cachedOnly: 1
2025-08-01 14:52:28.017787+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Deltan)}";
}>> final result: (
) was cached: 0, cachedOnly: 1
2025-08-01 14:52:28.018400+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
) was cached: 0, cachedOnly: 1
2025-08-01 14:52:28.018572+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
) was cached: 0, cachedOnly: 1
2025-08-01 14:52:28.018790+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:InputWindowController] Posted notifications (start): UIKeyboardWillHideNotification <UIInputViewSetNotificationInfo: 0x600003b26760> {
UIKeyboardAnimationCurveUserInfoKey = 7;
UIKeyboardAnimationDurationUserInfoKey = "0.25";
UIKeyboardBoundsUserInfoKey = "NSRect: {{0, 0}, {402, 75}}";
UIKeyboardCenterBeginUserInfoKey = "NSPoint: {201, 874}";
UIKeyboardCenterEndUserInfoKey = "NSPoint: {201, 911.5}";
UIKeyboardFrameBeginUserInfoKey = "NSRect: {{0, 874}, {402, 0}}";
UIKeyboardFrameEndUserInfoKey = "NSRect: {{0, 874}, {402, 75}}";
UIKeyboardIsLocalUserInfoKey = 1;
}
2025-08-01 14:52:28.018905+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 0, cachedOnly: 1
2025-08-01 14:52:28.019242+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 0, cachedOnly: 1
2025-08-01 14:52:28.020635+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.KeyboardArbiter:Client] TX setWindowContextID:405134422 windowState:Enabled level:5.0
focusContext:<contextID:1294603911 sceneID:ai.delite.NimbleEdgeAssistant-default>
2025-08-01 14:52:28.021473+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:InputWindowController] Posted notifications (end): UIKeyboardDidHideNotification <UIInputViewSetNotificationInfo: 0x600003b26760> {
UIKeyboardAnimationCurveUserInfoKey = 7;
UIKeyboardAnimationDurationUserInfoKey = "0.25";
UIKeyboardBoundsUserInfoKey = "NSRect: {{0, 0}, {402, 75}}";
UIKeyboardCenterBeginUserInfoKey = "NSPoint: {201, 874}";
UIKeyboardCenterEndUserInfoKey = "NSPoint: {201, 911.5}";
UIKeyboardFrameBeginUserInfoKey = "NSRect: {{0, 874}, {402, 0}}";
UIKeyboardFrameEndUserInfoKey = "NSRect: {{0, 874}, {402, 75}}";
UIKeyboardIsLocalUserInfoKey = 1;
}
2025-08-01 14:52:28.024462+0530  localhost NimbleEdgeAssistant[84461]: (RunningBoardServices) Created Activity ID: 0x6abba4, Description: didChangeInheritances
2025-08-01 14:52:28.024944+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Deltan)}";
}>> final result: (
) was cached: 0, cachedOnly: 0
2025-08-01 14:52:28.025174+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:AutoAsset] Auto asset is not supported for query: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>>
2025-08-01 14:52:28.025292+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] Updated cache for query: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> assets: (
) was cached: 0, cachedOnly: 0
2025-08-01 14:52:28.025403+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 0, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
) was cached: 0, cachedOnly: 0
2025-08-01 14:52:28.025585+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Deltan)}";
}>> final result: (
) was cached: 1, cachedOnly: 1
2025-08-01 14:52:28.026044+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Deltan)}";
}>> final result: (
) was cached: 1, cachedOnly: 1
2025-08-01 14:52:28.026402+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
) was cached: 1, cachedOnly: 1
2025-08-01 14:52:28.026620+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
) was cached: 0, cachedOnly: 1
2025-08-01 14:52:28.026911+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 0, cachedOnly: 1
2025-08-01 14:52:28.027062+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 0, cachedOnly: 1
2025-08-01 14:52:28.027719+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Deltan)}";
}>> final result: (
) was cached: 1, cachedOnly: 1
2025-08-01 14:52:28.028028+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Deltan)}";
}>> final result: (
) was cached: 1, cachedOnly: 1
2025-08-01 14:52:28.028403+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
) was cached: 1, cachedOnly: 1
2025-08-01 14:52:28.028860+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
) was cached: 0, cachedOnly: 1
2025-08-01 14:52:28.029134+0530  localhost NimbleEdgeAssistant[84461]: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x600003b28000; type: 0; subtype: 0; backing type: 11; shouldSend: 0; ignoreInteractionEvents: 0, systemGestureStateChange: 1
2025-08-01 14:52:28.029283+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 0, cachedOnly: 1
2025-08-01 14:52:28.029479+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Priorityn)}";
}>> final result: (
) was cached: 0, cachedOnly: 1
2025-08-01 14:52:28.030038+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Deltan)}";
}>> final result: (
) was cached: 1, cachedOnly: 1
2025-08-01 14:52:28.030214+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticData, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Deltan)}";
}>> final result: (
) was cached: 1, cachedOnly: 1
2025-08-01 14:52:28.030547+0530  localhost NimbleEdgeAssistant[84461]: (DataDeliveryServices) [com.apple.DataDeliveryServices:Query] assetsForQuery: <query: com.apple.MobileAsset.LinguisticDataAuto, locO: 1, iO: 1, latO: 1, cO: 1, <filter: {
AssetLocale = "{(n    "en_US",n    enn)}";
LinguisticAssetType = "{(n    Optionaln)}";
}>> final result: (
) was cached: 1, cachedOnly: 1
